handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions,league
Aryu,Philip,Vergara,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TRS,"Omen, Killjoy, Sova",4151.0,0.94,175.3,0.9,70%,119.6,0.62,0.27,0.05,0.07,25%,14%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
Noxy,Kewalee,Intuwan,active,,Baby,"jett, raze, killjoy",751.0,0.8,191,0.8,63%,126.9,0.66,0.17,0.1,0.16,26%,14%,FALSE,Female,THAILAND,Thai,ap,valorant challengers
Kohaibi,Abigail,Yi,active,,SMG.GC,"Raze, Killjoy, Reyna",2995.0,1.22,235.5,1.31,79%,158.4,0.84,0.26,0.1,0.07,23%,15%,FALSE,Female,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
Einarhkays,AkhAzwardie,Syakhranie,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SCAR,"killjoy, chamber, sova",1420.0,0.87,182.3,0.85,66%,122.7,0.64,0.2,0.07,0.09,18%,12%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
coco,Omar,Lopez,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OAS,"Killjoy, Sage, Breach",2229.0,0.87,164.4,0.81,68%,112.4,0.56,0.27,0.05,0.07,22%,12%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
Suga,Enrico,Irvano,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FSHR,"sova, viper, raze",333.0,0.65,155.6,0.59,57%,105.8,0.49,0.28,0.05,0.1,19%,13%,FALSE,Male,CHINA,Mandarin,ap,valorant challengers
Kishi,Ngi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Huy,active,http://static.lolesports.com/players/1675074805262_silhouette_transparent.png,FCY,"Breach, Skye, Raze",3620.0,0.98,208.7,0.98,69%,134.9,0.73,0.27,0.1,0.12,29%,16%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
Hyzee,Huy,Vo Nhut,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BAAM,"Astra, Omen, Sova",3619.0,1.01,200.3,0.98,74%,131.4,0.69,0.34,0.08,0.08,26%,13%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
DominiK,Rushikesh,Suresh Khedkar,active,http://static.lolesports.com/players/1678788155047_placeholder.png,ASTR,"Astra, Viper, Omen",1045.0,0.83,168.8,0.78,66%,110.9,0.59,0.29,0.04,0.07,30%,10%,FALSE,Male,India,Hindi/English,ap,valorant challengers
k1ngkappa,Axel,Dadan,active,http://static.lolesports.com/players/1673876762483_placeholder.png,BSTR,"Jett, Cypher, Raze",1718.0,1.02,230.9,1.03,68%,151.6,0.79,0.19,0.18,0.17,26%,15%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
Rababz,Biyala,Abdul Rafi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ABA,"killjoy, sage, kayo",305.0,0.8,168.9,0.73,64%,113.8,0.58,0.29,0.05,0.08,28%,22%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
Whimp,Saaransh,Dang,active,http://static.lolesports.com/players/1678186034946_placeholder.png,ACE,"Breach, Killjoy, Viper",6812.0,0.88,178.5,0.84,68%,119.4,0.62,0.25,0.07,0.08,27%,12%,FALSE,Male,India,Hindi/English,ap,valorant challengers
Georggyyy,George,Lachica,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VLT,"Jett, Raze, Reyna",3245.0,1.07,248.4,1.12,70%,156.8,0.86,0.2,0.2,0.17,25%,16%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
Trinity,Leung,Hing Yip,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,TES,"Raze, Reyna, Jett",1040.0,1.09,231.9,1.12,72%,152.0,0.8,0.27,0.13,0.1,22%,12%,FALSE,Male,INDIA,Hindi/English,ap,valorant challengers
STYRON,Tidus,Goh,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DSG,"Sova, Fade, Breach",3187.0,1.07,202.3,1.06,73%,135.2,0.71,0.31,0.07,0.07,24%,17%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
BMV,Bi? 1/2i? 1/2i? 1/2,Minh Vi? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,UNC,"Breach, Cypher, Sova",2300.0,0.95,180.6,0.92,73%,117.9,0.65,0.3,0.06,0.08,29%,13%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
YESicaN,Dat,Dinh Dinh,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FCY,"Skye, Breach, KAY/O",5348.0,1.14,212.3,1.13,77%,137.8,0.74,0.38,0.08,0.07,26%,18%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
ArPoom,Rujipoom,Changkrut,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,NKT,"astra, viper, omen",2764.0,1.01,188.6,0.99,72%,125.1,0.68,0.34,0.06,0.07,31%,18%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
roud,Ko,zhi hua,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,STPL,"omen, viper, killjoy",344.0,0.79,162.5,0.75,68%,109.3,0.58,0.36,0.06,0.1,35%,9%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
Kntz,Krit,Chaiprasit,active,http://static.lolesports.com/players/1679048597800_placeholder.png,MITH,"Omen, Astra, Viper",2499.0,1.06,193.5,1.07,74%,126.7,0.71,0.34,0.06,0.06,27%,15%,FALSE,Male,Thailand,Thai,ap,valorant challengers
cuppycake,Pimpat,Tanyong,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,SAVA,"Omen, Astra, Sage",802.0,0.92,182.9,0.87,70%,120.2,0.64,0.34,0.06,0.07,25%,13%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
Suka,Nguyi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Tii? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1627635085576_1599762334741_silhouette.png,RLF,"Killjoy, Cypher, Fade",4153.0,1.01,200,0.97,72%,132.6,0.69,0.31,0.07,0.08,26%,14%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
NcSlasher,Sheldon Andersen,Chandra,active,http://static.lolesports.com/players/1628490586621_1599762334741_silhouette.png,BME,"KAY/O, Skye, Astra",6940.0,1.0,194.8,0.99,75%,125.0,0.68,0.35,0.09,0.08,23%,17%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
3nable,Muhammad Ridzuan,Hazi,active,http://static.lolesports.com/players/1627631936829_1599762334741_silhouette.png,AE,"Omen, Reyna, Killjoy",1442.0,0.89,176.6,0.93,67%,114.9,0.64,0.22,0.07,0.07,30%,11%,FALSE,Male,Malaysia,Malay,ap,valorant challengers
Haise,Loh,Brandon,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,X10,"jett, viper, raze",2109.0,0.9,201.7,0.91,68%,125.3,0.68,0.25,0.11,0.14,17%,13%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
Twirly,Cajanding,Anrionel,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,PURR,"Jett, Raze, Killjoy",1600.0,0.96,220.8,1.0,68%,147.5,0.77,0.18,0.15,0.16,26%,14%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
wink,Lee,Zhen Yong,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ASTR,"jett, kayo, raze",345.0,0.85,193.8,0.81,63%,129.3,0.66,0.19,0.14,0.16,24%,13%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
Riza,Azrie,Sirajul,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,U5,"Sova, Skye, Breach",4173.0,1.0,199.8,0.96,71%,130.5,0.69,0.33,0.07,0.09,24%,15%,FALSE,Male,Malaysia,Malay,ap,valorant challengers
yTao,Ta Tao,Yao,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,O2,"Omen, Astra, Viper",1433.0,0.91,191.1,0.88,68%,126.4,0.64,0.32,0.07,0.08,17%,13%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
Nakya,Alehandro,Fabian,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AE,"Jett, Raze, Chamber",2190.0,1.03,238.7,1.07,68%,152.3,0.83,0.18,0.19,0.16,32%,18%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
JCun,Quang Khai? 1/2i? 1/2,Phan,active,http://static.lolesports.com/players/1679906462211_placeholder.png,TMM,"sova, astra, killjoy",866.0,0.87,190.5,0.84,66%,126.3,0.65,0.26,0.09,0.11,25%,11%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
Envious,Ewa,Yu Ting,active,,MLT.GC,"Omen, Jett, Reyna",1901.0,0.9,202.2,0.89,68%,129.6,0.69,0.29,0.13,0.16,23%,15%,FALSE,Female,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
Aanszo,Arocha,Miguel,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AVM,"jett, cypher, raze",353.0,1.11,231.4,1.14,72%,151.6,0.82,0.17,0.09,0.08,32%,4%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
Cybell,Ayush,Singh,active,http://static.lolesports.com/players/1678184834930_placeholder.png,LES,"breach, killjoy, sova",590.0,0.77,161,0.75,62%,109.3,0.58,0.2,0.06,0.08,27%,6%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
nomfu,Ammar Aliff,Bin Amir,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KGM,"Jett, Reyna, Raze",1849.0,1.1,237,1.18,69%,148.3,0.84,0.16,0.18,0.14,26%,16%,FALSE,Male,Malaysia,Malay,ap,valorant challengers
TOR,Tosapol,Saekow,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,XIA,"Sova, Sage, Jett",293.0,0.63,161.9,0.71,62%,109.1,0.54,0.31,0.06,0.09,12%,9%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
bnwgiggs,Kitsada,Pookamroong,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,XIA,"breach, kayo, jett",1094.0,0.79,168.6,0.73,69%,108.5,0.57,0.4,0.06,0.09,18%,12%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
HydraKid,Matthew Lance,Padios,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AVN,"Omen, Sova, Killjoy",736.0,0.9,196.2,0.84,68%,131.1,0.66,0.34,0.11,0.11,24%,11%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
twilight,Minh Dung,Hoang,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,249,"jett, neon",249.0,1.0,187.3,1.05,71%,128.0,0.68,0.2,0.09,0.09,38%,15%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
Popoman4Q,JHENG SIAN,LIN,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FA,"Omen, Viper, Jett",746.0,0.83,165.6,0.74,68%,109.5,0.58,0.28,0.05,0.08,25%,9%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
Nay,NICO,ALVANIUS,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CNL,"jett, killjoy, reyna",3269.0,0.91,195.5,0.91,68%,128.2,0.69,0.2,0.1,0.09,26%,11%,FALSE,Male,TAIWAN,Mandarin,ap,valorant challengers
Kong,Nguyi? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Nguyi? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1675077429631_silhouette_transparent.png,2K,"kayo, sova, omen",247.0,0.76,172.7,0.7,60%,113.8,0.58,0.29,0.05,0.11,21%,9%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
aLerT,Wattanachok,Yingnakorn,active,http://static.lolesports.com/players/1628491082159_1599762334741_silhouette.png,XIA,"Jett, Killjoy, Cypher",5765.0,0.99,210.2,1.02,70%,136.5,0.73,0.22,0.13,0.12,25%,16%,FALSE,Male,Thailand,Thai,ap,valorant challengers
gadoerzz,Gabriel Dodjie Guyo,Gutierrez,active,http://static.lolesports.com/players/1628490196415_1599762334741_silhouette.png,APH,"raze, reyna, killjoy",728.0,0.94,210.6,0.92,66%,134.1,0.73,0.25,0.13,0.14,25%,7%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
roseau,Baskoro,Dwi Putra,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AE,"sova, viper, skye",1733.0,0.89,174.9,0.84,70%,114.9,0.6,0.28,0.05,0.06,19%,14%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
slathom999,Shawn Dale,Bolondro,active,http://static.lolesports.com/players/1679921160194_placeholder.png,GEEK,"sova, fade, sage",931.0,1.19,234.8,1.17,73%,155.1,0.82,0.28,0.1,0.09,31%,19%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
DEATHMAKER,Debanjan,Das,active,,MOGO,"Jett, Raze, Chamber",7486.0,1.14,244.7,1.22,70%,158.5,0.87,0.16,0.19,0.15,30%,13%,FALSE,Male,India,Hindi/English,ap,valorant challengers
Haimerej,Jeremiah,Camporedondo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AIM,"fade, sova, killjoy",352.0,0.89,174.6,0.82,68%,114.8,0.63,0.22,0.06,0.08,32%,16%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
Rendra,Dwiky,Narendra Kusuma Pribadi,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,90,"astra, sova, deadlock",739.0,0.73,168,0.68,64%,116.9,0.56,0.21,0.09,0.17,16%,9%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
Marzil,Agneya,Koushik,active,,TS,"Chamber, Killjoy, Fade",3999.0,0.88,195.4,0.9,66%,129.2,0.67,0.2,0.12,0.14,25%,13%,TRUE,Male,India,Hindi/English,ap,valorant challengers
Mowff,Tri? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Minh,active,http://static.lolesports.com/players/1675077775379_silhouette_transparent.png,BAAM,"sova, sage, killjoy",1689.0,0.91,179.4,0.84,70%,120.8,0.6,0.33,0.06,0.07,19%,12%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
Dignified,Kenneth James,Arances,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+3),"skye, kayo, gekko",378.0,1.0,190.5,0.91,69%,129.2,0.68,0.35,0.06,0.05,38%,12%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
mika,Michael,Setiawan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BTR,"Omen, Astra, Brimstone",3192.0,1.03,197.1,0.97,71%,128.5,0.68,0.32,0.07,0.07,22%,18%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
shirazi,Kelly,Jaudian,active,,XIP,"Viper, Brimstone, Chamber",2642.0,1.21,224.2,1.3,78%,147.0,0.79,0.37,0.1,0.07,21%,20%,FALSE,Female,Philippines,Filipino/English,ap,valorant challengers
Nasty,Guan-Wei,Zhu,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,453,"jett, raze, iso",453.0,1.01,220.3,1.02,66%,141.3,0.78,0.1,0.19,0.16,27%,14%,FALSE,Male,TAIWAN,Mandarin,ap,valorant challengers
Answerz,Khishigbadrakh,Tumurtogoo,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+1),"Killjoy, Cypher, Viper",319.0,0.9,185.4,0.88,66%,123.7,0.64,0.2,0.11,0.09,24%,12%,FALSE,Male,Mongolia,Mongolian,ap,valorant challengers
Jefz,Jeffrey,Johan,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,CNL,"jett, raze, viper",483.0,1.03,227.9,1.02,69%,148.8,0.77,0.22,0.17,0.17,14%,21%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
xavi8k,Xavier Desiderio,Juan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,OAS,"Breach, Killjoy, KAY/O",4007.0,1.1,229.8,1.11,74%,150.5,0.78,0.33,0.11,0.11,20%,13%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
benaf,Benedict,Tan,active,http://static.lolesports.com/players/1674814725973_placeholder.png,T30,"Jett, KAY/O, Raze",1491.0,0.92,187.3,0.88,68%,123.6,0.66,0.28,0.09,0.11,24%,11%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
n9sty,William Angelo,Givens,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AIM,"jett, killjoy, cypher",291.0,0.97,228.3,0.99,63%,146.1,0.82,0.1,0.17,0.14,35%,18%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
senyorcarl,Carl,Carandang,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,CW,"jett, raze, omen",2612.0,0.98,207.8,0.97,69%,133.7,0.73,0.25,0.12,0.11,25%,15%,FALSE,Male,UNITED STATES,English,ap,valorant challengers
rkz,Zach Anthony,Arquiza,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,IVY,"viper, omen, breach",481.0,0.91,182.4,0.87,67%,127.6,0.66,0.26,0.04,0.08,30%,14%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
Papichulo,Federico,Evangelista,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NAOS,"killjoy, viper, omen",5367.0,1.15,209.8,1.18,77%,137.8,0.74,0.32,0.07,0.06,26%,17%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
craigys,craig,Salgado,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,ZLS,"killjoy, astra, viper",362.0,0.74,170.9,0.73,64%,110.7,0.58,0.18,0.04,0.08,22%,11%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
n1zzy,Tan Thanh,Nguyen,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,FCY,"jett, reyna, fade",3456.0,1.16,237.6,1.19,74%,152.2,0.83,0.28,0.14,0.11,31%,16%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
astr0,Franz,del Rosario,active,http://static.lolesports.com/players/1678963775283_placeholder.png,CW,"omen, viper, astra",1671.0,0.94,182.7,0.89,71%,122.5,0.65,0.31,0.06,0.07,30%,14%,FALSE,Male,VIETNAM,Vietnamese,ap,valorant challengers
squenzer,Tanapat,Lamung,active,http://static.lolesports.com/players/1679048838812_placeholder.png,INFN,"viper, breach, kayo",272.0,0.83,163.5,0.75,65%,107.4,0.58,0.32,0.06,0.08,21%,10%,FALSE,Male,PHILIPPINES,Filipino/English,ap,valorant challengers
Aclx,GUO JYUN,YANG,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,LP33,"Raze, Reyna, Killjoy",960.0,0.91,202,0.81,66%,136.4,0.66,0.26,0.1,0.12,19%,9%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
Kamiyu,Enriquez,Camille,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,XIP,"Jett, Skye, KAY/O",2272.0,1.09,207.8,1.14,78%,135.1,0.73,0.41,0.08,0.08,29%,20%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
maxxyy,Maximilian,Ling,active,http://static.lolesports.com/players/1674811939795_placeholder.png,LVR,"killjoy, cypher, sova",249.0,0.82,178.7,0.81,69%,120.7,0.61,0.24,0.04,0.09,26%,18%,FALSE,Male,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
d1srupt,Lico,Nereus,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,MEOW,"Breach, Jett, Omen",3162.0,1.05,212.4,1.05,71%,139.7,0.75,0.28,0.11,0.1,27%,14%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
Unhappy,Wen wei,Liao,active,http://static.lolesports.com/players/1679913167798_placeholder.png,ROA,"Killjoy, Cypher, Deadlock",528.0,0.85,176.3,0.83,66%,121.3,0.62,0.14,0.07,0.06,27%,10%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
YOKY,Jularat,Buaphan,active,,KZ.T,"Sova, Breach, KAY/O",1418.0,0.89,173.2,0.85,73%,111.1,0.61,0.39,0.07,0.09,31%,11%,FALSE,Female,Thailand,Thai,ap,valorant challengers
godko,Chanmin,Park,active,,DSP,"Sova, Killjoy, Sage",291.0,0.79,153.1,0.73,64%,100.1,0.53,0.26,0.04,0.08,25%,6%,FALSE,Male,South Korea,Korean,ap,valorant challengers
theDoctorr,Mathanraj,Munisparan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,U5,"Omen, Astra, Viper",3340.0,0.92,173.1,0.85,69%,114.7,0.6,0.34,0.07,0.09,29%,14%,FALSE,Male,Malaysia,Malay,ap,valorant challengers
XII,YAN SIANG,CHEN,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,NWG,"Jett, Raze, Astra",280.0,0.92,189,0.92,69%,124.4,0.66,0.33,0.1,0.13,26%,6%,FALSE,Male,Taiwan,Mandarin,ap,valorant challengers
famouz,Fikri,Zaki,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BME,"Jett, Raze, Chamber",5858.0,1.13,247.7,1.18,72%,159.7,0.84,0.24,0.15,0.12,18%,15%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
RAxBaRos,Sahachai,Niyomkaewwattana,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,DAYN,"sova, sage, cypher",266.0,0.84,150.9,0.75,62%,102.2,0.54,0.24,0.05,0.04,23%,19%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
nhatthong2k,Thi? 1/2i? 1/2i? 1/2i? 1/2,Nguyi? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BAAM,"Jett, Raze, KAY/O",2375.0,0.91,210.5,0.91,67%,140.0,0.71,0.22,0.16,0.15,22%,10%,FALSE,Male,THAILAND,Thai,ap,valorant challengers
r1seN,Mohammad Zaid,Quraishi,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,AST,"sova, chamber, fade",439.0,0.98,194.9,0.94,67%,132.5,0.69,0.18,0.08,0.08,30%,13%,FALSE,Male,INDIA,Hindi/English,ap,valorant challengers
bbalto,Haiqal,Nagib,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,UwU,"raze, viper, omen",1386.0,0.87,197,0.86,67%,125.6,0.66,0.24,0.11,0.13,13%,17%,FALSE,Male,INDIA,Hindi/English,ap,valorant challengers
tbloy,Techodom,Saetiao,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SG,"raze, jett, killjoy",461.0,0.83,206.3,0.85,66%,138.5,0.7,0.16,0.16,0.18,22%,12%,FALSE,Male,MALAYSIA,Malay,ap,valorant challengers
BerserX,Rizkie Adla,Kusuma,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,BME,"jett, killjoy, raze",7401.0,1.08,224.9,1.16,73%,142.1,0.79,0.21,0.15,0.12,23%,18%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
Harshhh,Harsh,Arora,active,http://static.lolesports.com/players/1678186458507_placeholder.png,RGE,"Breach, Skye, Sage",3957.0,1.01,196.7,0.99,72%,126.0,0.69,0.33,0.08,0.08,20%,14%,FALSE,Male,India,Hindi/English,ap,valorant challengers
Cud,THOMAS,ALFIANTINO,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,AE,"Killjoy, Jett, Cypher",2530.0,1.0,204.1,1.06,69%,133.3,0.74,0.19,0.09,0.1,28%,15%,TRUE,Male,Indonesia,Indonesian,ap,valorant challengers
10X,Jinwoo,Choi,active,,E36,"Sova, Sage, Raze",234.0,1.02,178.4,0.81,71%,122.4,0.62,0.29,0.07,0.11,21%,30%,FALSE,Male,South Korea,Korean,ap,valorant challengers
SHINSEI,Zhong,Kang,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KZ,"Jett, Cypher, Reyna",1153.0,0.98,237.9,1.03,65%,153.0,0.84,0.15,0.22,0.24,31%,19%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
fidelwow,Fidel,Saputra,active,http://static.lolesports.com/players/1673876822605_placeholder.png,BME,"Sova, Sage, Viper",1071.0,0.96,190.6,0.92,72%,124.8,0.67,0.26,0.06,0.1,23%,7%,FALSE,Male,INDONESIA,Indonesian,ap,valorant challengers
Repulsive,Raphael Adrian,Balaguer,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,(+1),"Omen, Viper, Brimstone",652.0,0.89,169.1,0.76,73%,109.6,0.55,0.45,0.07,0.08,25%,8%,FALSE,Male,Philippines,Filipino/English,ap,valorant challengers
Kairo,Kai xi,Lee,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,KZ,"jett, sova, reyna",900.0,0.94,204,0.92,68%,129.8,0.71,0.23,0.1,0.12,27%,14%,FALSE,Female,SINGAPORE,English/Malay/Mandarin/Tamil,ap,valorant challengers
FREY,Ingram,Tan,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,LZE,"Killjoy, Chamber, Cypher",3297.0,1.0,201.6,1.01,70%,133.2,0.71,0.18,0.11,0.09,21%,11%,FALSE,Male,Singapore,English/Malay/Mandarin/Tamil,ap,valorant challengers
flabben,Daniil,Merzlyakov,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,GG,"Omen, Astra, Viper",878.0,1.12,211.5,1.15,72%,135.9,0.75,0.3,0.11,0.11,28%,16%,FALSE,Male,Russia,Russian,ap|eu,valorant challengers
heyNF,Hanif Mubarak,Gumilar,active,http://static.lolesports.com/players/1627631679754_1599762334741_silhouette.png,Bin,"Jett, Breach, Skye",2194.0,0.96,193.3,0.96,69%,125.6,0.69,0.26,0.09,0.09,27%,16%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
DaFt,Tui? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2i? 1/2,Hui? 1/2i? 1/2i? 1/2i? 1/2,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,VIC,"Raze, Jett, Astra",1193.0,0.95,215.4,0.92,69%,143.3,0.73,0.25,0.14,0.14,25%,7%,FALSE,Male,Vietnam,Vietnamese,ap,valorant challengers
klipp,Grant,Hadiputra,active,http://static.lolesports.com/players/1643734200321_silhouette_transparent.png,(+10),"Jett, Cypher, Raze",1611.0,0.95,205.5,0.92,68%,134.9,0.71,0.24,0.12,0.13,25%,11%,FALSE,Male,Indonesia,Indonesian,ap,valorant challengers
